
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2019-09-18


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 181,182,292,723,802,821,828,879,1063,1086,1165,1503,1529,1605
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, SRSS, 181, -, 1.0, 3.773, 5.3, 11.5, 1.8, "Imperial Valley-06", 1979, "El Centro Array #6", 6.53, strike slip, 0.0, 1.35, 203.22, 0.0625, 1.0, RSN181_IMPVALL.H_H-E06140.AT2, RSN181_IMPVALL.H_H-E06230.AT2 , RSN181_IMPVALL.H_H-E06-UP.AT2  
2, SRSS, 182, -, 1.0, 4.375, 2.8, 6.8, 1.7, "Imperial Valley-06", 1979, "El Centro Array #7", 6.53, strike slip, 0.56, 0.56, 210.51, 0.075, 1.0, RSN182_IMPVALL.H_H-E07140.AT2, RSN182_IMPVALL.H_H-E07230.AT2 , RSN182_IMPVALL.H_H-E07-UP.AT2  
3, SRSS, 292, -, 1.0, 3.27264, 7.0, 15.2, 1.4, "Irpinia_ Italy-01", 1980, "Sturno (STN)", 6.9, Normal, 6.78, 10.84, 382.0, 0.125, 1.0, RSN292_ITALY_A-STU000.AT2, RSN292_ITALY_A-STU270.AT2 , RSN292_ITALY_A-STU-UP.AT2  
4, SRSS, 723, -, 1.0, 2.394, 8.1, 11.0, 3.7, "Superstition Hills-02", 1987, "Parachute Test Site", 6.54, strike slip, 0.95, 0.95, 348.69, 0.15, 1.0, RSN723_SUPER.B_B-PTS225.AT2, RSN723_SUPER.B_B-PTS315.AT2 ,  -----   
5, SRSS, 802, -, 1.0, 4.571, 4.1, 9.4, 1.5, "Loma Prieta", 1989, "Saratoga - Aloha Ave", 6.93, Reverse Oblique, 7.58, 8.5, 380.89, 0.125, 1.0, RSN802_LOMAP_STG000.AT2, RSN802_LOMAP_STG090.AT2 , RSN802_LOMAP_STG-UP.AT2  
6, SRSS, 821, -, 1.0, -, 2.1, 8.4, 1.8, "Erzican_ Turkey", 1992, "Erzincan", 6.69, strike slip, 0.0, 4.38, 352.05, 0.125, 1.0, RSN821_ERZINCAN_ERZ-NS.AT2, RSN821_ERZINCAN_ERZ-EW.AT2 , RSN821_ERZINCAN_ERZ-UP.AT2  
7, SRSS, 828, -, 1.0, 2.996, 6.5, 17.7, 3.8, "Cape Mendocino", 1992, "Petrolia", 7.01, Reverse, 0.0, 8.18, 422.17, 0.07, 1.0, RSN828_CAPEMEND_PET000.AT2, RSN828_CAPEMEND_PET090.AT2 , RSN828_CAPEMEND_PET-UP.AT2  
8, SRSS, 879, -, 1.0, 5.124, 8.4, 13.8, 7.0, "Landers", 1992, "Lucerne", 7.28, strike slip, 2.19, 2.19, 1369.0, 0.0, 1.0, RSN879_LANDERS_LCN260.AT2, RSN879_LANDERS_LCN345.AT2 , RSN879_LANDERS_LCN-UP.AT2  
9, SRSS, 1063, -, 1.0, 1.246, 4.3, 9.1, 7.5, "Northridge-01", 1994, "Rinaldi Receiving Sta", 6.69, Reverse, 0.0, 6.5, 282.25, 0.1, 1.0, RSN1063_NORTHR_RRS228.AT2, RSN1063_NORTHR_RRS318.AT2 , RSN1063_NORTHR_RRS-UP.AT2  
10, SRSS, 1086, -, 1.0, 2.436, 3.3, 6.8, 5.0, "Northridge-01", 1994, "Sylmar - Olive View Med FF", 6.69, Reverse, 1.74, 5.3, 440.54, 0.12, 1.0, RSN1086_NORTHR_SYL090.AT2, RSN1086_NORTHR_SYL360.AT2 , RSN1086_NORTHR_SYL-UP.AT2  
11, SRSS, 1165, -, 1.0, 5.369, 8.2, 15.1, 0.8, "Kocaeli_ Turkey", 1999, "Izmit", 7.51, strike slip, 3.62, 7.21, 811.0, 0.125, 1.0, RSN1165_KOCAELI_IZT180.AT2, RSN1165_KOCAELI_IZT090.AT2 , RSN1165_KOCAELI_IZT-UP.AT2  
12, SRSS, 1503, -, 1.0, 5.74, 20.5, 28.6, 7.7, "Chi-Chi_ Taiwan", 1999, "TCU065", 7.62, Reverse Oblique, 0.57, 0.57, 305.85, 0.075, 1.0, RSN1503_CHICHI_TCU065-E.AT2, RSN1503_CHICHI_TCU065-N.AT2 , RSN1503_CHICHI_TCU065-V.AT2  
13, SRSS, 1529, -, 1.0, 9.632, 15.1, 19.6, 2.0, "Chi-Chi_ Taiwan", 1999, "TCU102", 7.62, Reverse Oblique, 1.49, 1.49, 714.27, 0.0625, 1.0, RSN1529_CHICHI_TCU102-E.AT2, RSN1529_CHICHI_TCU102-N.AT2 , RSN1529_CHICHI_TCU102-V.AT2  
14, SRSS, 1605, -, 1.0, -, 7.3, 11.1, 2.9, "Duzce_ Turkey", 1999, "Duzce", 7.14, strike slip, 0.0, 6.58, 281.86, 0.1, 1.0, RSN1605_DUZCE_DZC180.AT2, RSN1605_DUZCE_DZC270.AT2 , RSN1605_DUZCE_DZC-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-181 SRSS pSa (g),RSN-182 SRSS pSa (g),RSN-292 SRSS pSa (g),RSN-723 SRSS pSa (g),RSN-802 SRSS pSa (g),RSN-821 SRSS pSa (g),RSN-828 SRSS pSa (g),RSN-879 SRSS pSa (g),RSN-1063 SRSS pSa (g),RSN-1086 SRSS pSa (g),RSN-1165 SRSS pSa (g),RSN-1503 SRSS pSa (g),RSN-1529 SRSS pSa (g),RSN-1605 SRSS pSa (g)
3.0,0.2923727,0.5096489,0.13,0.1848856,0.4229871,0.0627,0.1925793,0.3120798,0.0892,0.37889,0.1862559,,0.1098815,0.1519428,0.0743,0.2946786,0.2118783,0.0737,0.1411107,0.2135803,0.0764,0.3219593,0.1178437,0.0979,0.2013222,0.2579378,0.0216,0.2626827,0.3426988,0.101,0.07457753,0.1279453,0.0518,0.3405198,0.3640327,0.358,0.3147457,0.3603436,0.253,0.2253771,0.2497334,0.0561
3.2,0.2538654,0.5059816,0.117,0.1610237,0.4087983,0.0635,0.1577613,0.2881082,0.0851,0.3346037,0.1517751,,0.09915345,0.1496445,0.0674,0.2527077,0.1979992,0.0819,0.1188023,0.1834921,0.0724,0.3217459,0.1189603,0.085,0.1801521,0.1995147,0.0186,0.2242119,0.2705687,0.0864,0.07928793,0.1163949,0.0459,0.3114895,0.3233866,0.396,0.2864108,0.2767853,0.225,0.2378009,0.2481827,0.0595
3.4,0.2321454,0.4882947,0.116,0.1397215,0.3851404,0.0629,0.1212871,0.2548419,0.0803,0.2826663,0.1332202,,0.08716717,0.1520709,0.0635,0.2153473,0.1763321,0.0831,0.08849865,0.1634019,0.0676,0.3226335,0.1180839,0.0808,0.1615263,0.1692156,0.0162,0.1848331,0.2159235,0.0696,0.07598179,0.1064209,0.0434,0.3426297,0.2758726,0.413,0.2866393,0.2130144,0.2,0.2390272,0.2495617,0.0612
3.5,0.2208656,0.4741084,0.115,0.1304924,0.3709323,0.0619,0.1027505,0.2368556,0.0776,0.2565913,0.1280867,,0.07846515,0.1511931,0.0618,0.1984867,0.1669942,0.0819,0.07344022,0.1528717,0.0658,0.3271912,0.1158132,0.0787,0.1554738,0.1540703,0.0151,0.1661507,0.2007454,0.0636,0.07257884,0.1039437,0.0405,0.3689351,0.2429076,0.413,0.2829668,0.195106,0.192,0.2392094,0.2497195,0.0668
3.6,0.2095795,0.4579208,0.112,0.1222467,0.3552606,0.0605,0.09241243,0.2186093,0.0746,0.2324908,0.1236902,,0.07341023,0.149382,0.0601,0.1828413,0.1596873,0.0795,0.06839356,0.143196,0.0641,0.328969,0.1115646,0.0767,0.1499978,0.139453,0.0142,0.1485669,0.1852166,0.0599,0.06885843,0.1014006,0.0397,0.3923877,0.2223143,0.409,0.2769835,0.1866372,0.185,0.230258,0.2492268,0.0708
3.8,0.1875603,0.422314,0.105,0.1091604,0.3207022,0.0575,0.07249863,0.1841483,0.0683,0.1929037,0.1233745,,0.06430553,0.1444686,0.0562,0.1549541,0.1451292,0.0747,0.05632098,0.1250568,0.0604,0.3244119,0.1010496,0.073,0.1359764,0.1126876,0.0125,0.1173601,0.153728,0.0517,0.06545764,0.09637308,0.0376,0.431274,0.2185651,0.389,0.2611259,0.1878691,0.172,0.1913524,0.2450804,0.0684
4.0,0.1668826,0.382573,0.106,0.1005404,0.2841501,0.0543,0.05656289,0.1694397,0.0617,0.1637257,0.1256748,,0.05641545,0.1372404,0.0517,0.1311966,0.1335118,0.0763,0.04531778,0.1145158,0.0662,0.3117419,0.09433742,0.0696,0.1217614,0.08993816,0.0111,0.0915413,0.1260107,0.0432,0.06069942,0.09044813,0.0355,0.4679562,0.2136565,0.361,0.2448055,0.1953254,0.161,0.1518211,0.2363594,0.0576
4.2,0.1479727,0.3434851,0.102,0.09536716,0.2587727,0.0523,0.04811991,0.1553823,0.0551,0.141164,0.1176429,,0.0496322,0.1286673,0.0471,0.1111676,0.1223667,0.0701,0.04228456,0.1049622,0.0674,0.2976136,0.08573899,0.0664,0.1169147,0.07133988,0.00995,0.07612843,0.1147845,0.037,0.05483951,0.08395362,0.0311,0.4676183,0.2075624,0.332,0.2299558,0.2002545,0.15,0.1480511,0.2461011,0.0463
4.4,0.1314154,0.3066402,0.0962,0.09220658,0.2371816,0.0517,0.04551654,0.1417459,0.0484,0.1374446,0.1068663,,0.04622602,0.1189054,0.0484,0.09947146,0.1114514,0.0662,0.0391399,0.09589637,0.0628,0.2849122,0.07611492,0.0634,0.1133603,0.05814993,0.00895,0.06625053,0.1057773,0.0339,0.04792807,0.08042797,0.027,0.4783636,0.2002513,0.303,0.2159362,0.1983524,0.139,0.1455352,0.2606224,0.0412
4.6,0.1168433,0.2718111,0.0881,0.08982188,0.215793,0.0524,0.0428994,0.1289436,0.0419,0.1394369,0.09268525,,0.04218257,0.1087502,0.0491,0.09052705,0.09975313,0.0605,0.03601556,0.087587,0.0571,0.2681454,0.06518999,0.0604,0.1063834,0.0517234,0.00809,0.05761185,0.09750819,0.0309,0.04297903,0.07659257,0.0248,0.4725489,0.1915433,0.275,0.201776,0.1827025,0.129,0.1475193,0.2677452,0.0428
4.8,0.1037839,0.2483431,0.078,0.08741727,0.1951909,0.0514,0.04031054,0.1174343,0.0372,0.1400587,0.07743818,,0.03806469,0.1009119,0.0487,0.08257051,0.0879406,0.0544,0.03300539,0.07989212,0.0507,0.251637,0.05733297,0.0574,0.09731882,0.04749132,0.00736,0.05010804,0.08999697,0.028,0.03808309,0.07239963,0.0226,0.4503337,0.1812345,0.267,0.1876428,0.1801954,0.119,0.1633846,0.2624345,0.0467
5.0,0.09204964,0.2288984,0.0672,0.08454631,0.1758655,0.0487,0.0377872,0.106969,0.0371,0.1442702,0.06482948,,0.03417102,0.09402528,0.0474,0.07549129,0.07664783,0.0481,0.03015751,0.07291501,0.0445,0.2355013,0.05142438,0.0544,0.08729714,0.04368158,0.00672,0.04370301,0.08310278,0.0253,0.03327971,0.06622675,0.0206,0.4125641,0.179588,0.251,0.1745151,0.1832073,0.11,0.1701767,0.251922,0.0514
5.5,0.06784713,0.1875479,0.0508,0.07571697,0.1351421,0.039,0.03192913,0.08436888,0.0314,0.1339113,0.04295181,,0.03303274,0.08888036,0.0419,0.06097741,0.05520093,0.0319,0.02395097,0.05819105,0.0366,0.1991467,0.03924241,0.0478,0.06373749,0.03571488,0.00544,0.03149917,0.06834871,0.0193,0.02229691,0.05162511,0.0163,0.2992051,0.2009586,0.189,0.147925,0.1734919,0.0989,0.1720825,0.2014951,0.0592
6.0,0.05274744,0.152716,0.0386,0.06565113,0.1043381,0.029,0.02998383,0.06621843,0.0251,0.1262237,0.03086357,,0.03092472,0.08195778,0.0366,0.04999244,0.0431175,0.0248,0.02113758,0.04685245,0.0325,0.1724541,0.03048957,0.0482,0.05146074,0.02955094,0.00451,0.02539889,0.05667293,0.0162,0.01888929,0.04383905,0.0129,0.2333418,0.1969052,0.135,0.1387482,0.1467918,0.0881,0.1504519,0.1650498,0.0547
6.5,0.04599031,0.1237919,0.0298,0.05559637,0.08160032,0.0225,0.02498932,0.05129973,0.0198,0.1033436,0.02162781,,0.02902804,0.06860781,0.0344,0.04156642,0.03346968,0.0198,0.01939282,0.03811018,0.027,0.1512538,0.02562137,0.0462,0.04349499,0.02747595,0.0038,0.02075894,0.04744887,0.0149,0.01606076,0.03577134,0.0105,0.1898849,0.1854945,0.104,0.1371633,0.1152629,0.0715,0.1294005,0.1244662,0.0533
7.0,0.04015915,0.1002133,0.0229,0.0488747,0.06394331,0.0173,0.01968471,0.04032407,0.0168,0.07398721,0.01842179,,0.02379596,0.05491285,0.0303,0.03501229,0.02761954,0.016,0.01847974,0.03134865,0.0215,0.1356865,0.02155242,0.0417,0.03721713,0.0280926,0.00324,0.01719325,0.04008737,0.0124,0.01347371,0.0303755,0.0117,0.1653633,0.1440209,0.08,0.1382796,0.08503107,0.0572,0.1079695,0.09520749,0.0493
7.5,0.03513846,0.08121153,0.0189,0.04345448,0.05265208,0.0133,0.01766197,0.03530476,0.0142,0.06036298,0.01525312,,0.01873249,0.04625369,0.0249,0.02984084,0.02303394,0.013,0.01671031,0.0260625,0.0167,0.1238013,0.01991057,0.0369,0.0321924,0.02486412,0.0028,0.01442172,0.03417671,0.00972,0.01125003,0.02489808,0.0127,0.1434871,0.119102,0.0626,0.1340704,0.07448421,0.0513,0.08622395,0.07653455,0.0424
8.0,0.03082481,0.06599923,0.016,0.03914734,0.04558945,0.0104,0.01645244,0.03100132,0.0122,0.0511677,0.01415154,,0.01445409,0.04017243,0.0208,0.02570441,0.01935056,0.0106,0.01454528,0.0218911,0.0167,0.1137624,0.01838947,0.0314,0.02811375,0.02088917,0.00245,0.01223804,0.02939447,0.00765,0.00939272,0.0201664,0.0141,0.1243875,0.09494305,0.0538,0.1199723,0.06620181,0.0477,0.07411105,0.06052954,0.0339
8.5,0.02712376,0.05387324,0.0137,0.03436978,0.03978018,0.00818,0.01482734,0.02731103,0.0104,0.04241203,0.01374957,,0.01138738,0.03505257,0.0174,0.0223543,0.01657468,0.0087,0.01341384,0.01856904,0.0167,0.1045523,0.01705743,0.0257,0.02476073,0.01731142,0.00216,0.0104944,0.02549259,0.00678,0.00786663,0.01726604,0.0135,0.1073224,0.07822031,0.0464,0.1068608,0.06159139,0.0432,0.06502981,0.05138092,0.0293
9.0,0.0239496,0.04574012,0.012,0.02926787,0.03493899,0.00698,0.01309799,0.02414532,0.00903,0.03470654,0.01294755,,0.0088982,0.02996582,0.0148,0.01960858,0.0141233,0.00722,0.0112566,0.01589374,0.0151,0.09508969,0.01582509,0.0235,0.02197249,0.01450775,0.00192,0.00920946,0.02228145,0.00615,0.00662187,0.01499522,0.012,0.09196314,0.06536549,0.0402,0.09229781,0.05753711,0.0385,0.05609389,0.04394585,0.0259
9.5,0.02122751,0.04089035,0.0105,0.02599586,0.03088813,0.00606,0.011437,0.02150006,0.00785,0.0282922,0.01183683,,0.00767667,0.02525415,0.0131,0.01733326,0.01231353,0.00623,0.00964585,0.01373011,0.0142,0.08585313,0.01460647,0.0215,0.01963103,0.01197247,0.00171,0.0084869,0.01961612,0.00551,0.0058408,0.013074,0.00868,0.07853054,0.05388454,0.035,0.08209486,0.04797952,0.0339,0.04779054,0.03778606,0.0226
10.0,0.01893863,0.03671025,0.00928,0.02321606,0.02748036,0.00533,0.00992732,0.01922876,0.00687,0.02314784,0.01058404,,0.00668494,0.02191391,0.0114,0.01542892,0.01113951,0.00556,0.00863919,0.01195997,0.0132,0.07771389,0.01342269,0.0195,0.01764582,0.00994006,0.00154,0.00780887,0.01738548,0.00489,0.00661774,0.01144751,0.00756,0.06711552,0.04575068,0.0307,0.07475158,0.03853587,0.0297,0.0408527,0.03268314,0.0196
11.0,0.01526337,0.02994954,0.00731,0.0185959,0.02208829,0.00425,0.00745338,0.0155353,0.00537,0.0160352,0.00813992,,0.0055419,0.01746796,0.00849,0.01245053,0.00923694,0.00449,0.00663127,0.00994765,0.0107,0.06436175,0.01124325,0.016,0.01448386,0.00754451,0.00127,0.00660252,0.01390458,0.00383,0.0064122,0.00889245,0.00624,0.04922853,0.03452525,0.0239,0.06033697,0.02762611,0.0238,0.02969194,0.02492045,0.0149
12.0,0.01246797,0.02480811,0.00584,0.01501387,0.01807074,0.00349,0.00565,0.01272063,0.0043,0.01234856,0.00617009,,0.00466114,0.0140872,0.00631,0.01025801,0.0077771,0.00369,0.00534742,0.00847805,0.00873,0.05274999,0.00936284,0.0131,0.01210335,0.00621864,0.00106,0.00559582,0.01135635,0.00301,0.00513288,0.00702684,0.00512,0.03816584,0.0261323,0.0192,0.04697214,0.02098075,0.0187,0.02126715,0.01948818,0.0111
13.0,0.01031812,0.02083628,0.00487,0.01225016,0.01501367,0.00292,0.00436352,0.01055083,0.00351,0.01072962,0.00500335,,0.00397043,0.01150631,0.00515,0.0085988,0.00663457,0.00308,0.00467358,0.00730529,0.00702,0.04444501,0.00880946,0.0105,0.01026655,0.00521342,0.000901,0.00476812,0.00944205,0.0024,0.00459376,0.00568865,0.00414,0.03325566,0.01990629,0.0157,0.03491631,0.01641354,0.0152,0.0168802,0.01560508,0.00821
14.0,0.00864494,0.01771922,0.00427,0.01010878,0.01264538,0.00248,0.00344585,0.00885795,0.00291,0.00887319,0.00437566,,0.00342038,0.00951831,0.00425,0.00731356,0.00572474,0.00261,0.00406781,0.0063561,0.00551,0.03761631,0.00835146,0.00833,0.00881955,0.00449949,0.000775,0.00409071,0.00797098,0.00201,0.00411352,0.00470316,0.00332,0.02831941,0.01528383,0.0132,0.0304025,0.01326015,0.0131,0.01405034,0.01276358,0.00698
15.0,0.00732659,0.01523641,0.00378,0.00843748,0.01078099,0.00213,0.00287731,0.00752094,0.00246,0.00722048,0.0037996,,0.00297598,0.00796916,0.00359,0.00629792,0.00498897,0.00223,0.00354241,0.00557801,0.00427,0.0326912,0.00753007,0.00693,0.00765923,0.00397436,0.000674,0.00353557,0.00681784,0.00172,0.0033928,0.00392896,0.00282,0.02531431,0.01331323,0.0112,0.0264895,0.01107093,0.0113,0.01179411,0.01063514,0.00604
20.0,0.00368603,0.00814847,0.00222,0.00398307,0.00559193,0.00111,0.00144532,0.00380991,0.00125,0.00448628,0.00195,,0.00166332,0.00381271,0.00182,0.00341383,0.00280786,0.00118,0.00189196,0.00320997,0.00191,0.01859084,0.00408889,0.00389,0.00426741,0.00230404,0.000377,0.00189401,0.0036058,0.000906,0.00123307,0.00227083,0.00138,0.01596756,0.00675977,0.00602,0.01214547,0.00609029,0.00612,0.00557981,0.00522283,0.00311
